,h3_hex_small_id,geometry
99,881f1b4603fffff,"POLYGON ((13.75304022161624 51.0287736314996, 13.75084830727519 51.02444422727702, 13.75602867141147 51.0213825172398, 13.76340111482606 51.02265003629874, 13.76559384549062 51.02697940416765, 13.76041331648586 51.03004128935259, 13.75304022161624 51.0287736314996))"
100,881f1b09a9fffff,"POLYGON ((13.87624303862142 51.04593513038082, 13.87404202399056 51.04160814425246, 13.87922041516131 51.03854126192127, 13.88659998149256 51.03980119011155, 13.88880181104468 51.04412813846508, 13.88362325941373 51.04719519642444, 13.87624303862142 51.04593513038082))"
101,881f1b5431fffff,"POLYGON ((13.65016589352133 51.07820971508633, 13.64797958607833 51.07388207073644, 13.65316630658904 51.07082808182151, 13.66053950345954 51.07210156230662, 13.66272662987578 51.07642917117004, 13.65753974051666 51.07948333505622, 13.65016589352133 51.07820971508633))"
102,881f1b0801fffff,"POLYGON ((13.87456009514158 51.10883426703692, 13.8723572102662 51.10451098047032, 13.87754032137068 51.10144753004859, 13.8849264782316 51.1027071903621, 13.88713017952522 51.10703043885636, 13.88194690760932 51.11009406513078, 13.87456009514158 51.10883426703692))"
103,881f1b091dfffff,"POLYGON ((13.82961873210328 51.07351713036039, 13.82742008622398 51.0691912390436, 13.83260176028688 51.06612812634028, 13.83998224258671 51.06739072940357, 13.84218170471794 51.0717165833118, 13.8369998683667 51.07477987158661, 13.82961873210328 51.07351713036039))"
104,881f1b0829fffff,"POLYGON ((13.85538455591931 51.09766580687618, 13.8531833568452 51.09334163885754, 13.85836614535364 51.09027853998281, 13.86575029446584 51.09153943340094, 13.86795230997901 51.09586356361075, 13.86276936001044 51.09892683823254, 13.85538455591931 51.09766580687618))"
105,881f1b09c1fffff,"POLYGON ((13.87689142098802 51.07369689705188, 13.87468948489583 51.06937155872299, 13.87986992080778 51.06630612177802, 13.88725245344572 51.06756584745158, 13.88945520509874 51.07189114785948, 13.88427460862247 51.07495676053609, 13.87689142098802 51.07369689705188))"
106,881f1b4635fffff,"POLYGON ((13.74945386644904 51.0083922583601, 13.74726284129944 51.0040616120449, 13.7524417869433 51.00099899550587, 13.75981192270814 51.00226685024153, 13.76200376375684 51.00659746034434, 13.75682465321026 51.00966025194517, 13.74945386644904 51.0083922583601))"
107,881f1b5683fffff,"POLYGON ((13.71113857205251 51.13215016264493, 13.70894632124598 51.12782639268752, 13.71413547388456 51.12477226134006, 13.72151704428553 51.1260417245903, 13.72371011445171 51.13036545812611, 13.71852079492611 51.13341976485469, 13.71113857205251 51.13215016264493))"
108,881f1b0807fffff,"POLYGON ((13.87754032137068 51.10144753004859, 13.87533746304749 51.09712384059977, 13.88051994531452 51.09405984951059, 13.88790544664278 51.09531937205597, 13.89010912116707 51.09964302343736, 13.8849264782316 51.1027071903621, 13.87754032137068 51.10144753004859))"
109,881f1b0919fffff,"POLYGON ((13.83919935641338 51.0791053229173, 13.8369998683667 51.07477987158661, 13.84218170471794 51.0717165833118, 13.84956319114995 51.07297857076463, 13.85176349543875 51.07730398455492, 13.84658149712274 51.08036744845413, 13.83919935641338 51.0791053229173))"
110,881f1b0847fffff,"POLYGON ((13.85900777815124 51.11802173862601, 13.85680568363295 51.11369881704784, 13.86198989135115 51.11063662400234, 13.86937635507935 51.11189717672211, 13.87157926646074 51.11622006034974, 13.86639489732042 51.11928242922943, 13.85900777815124 51.11802173862601))"
111,881f1b09d3fffff,"POLYGON ((13.92417186242243 51.07385762242836, 13.92196663806617 51.06953283921305, 13.92714582829731 51.06646507821632, 13.93453040179327 51.06772192456581, 13.9367364410155 51.07204666934813, 13.9315570919456 51.07511460623523, 13.92417186242243 51.07385762242836))"
112,881f1b54ddfffff,"POLYGON ((13.72312255125382 51.10263289032783, 13.72093039564228 51.09830750944005, 13.72611703489005 51.09525121137548, 13.73349599612699 51.09652011890612, 13.73568897022938 51.10084546339206, 13.7305021646728 51.1039019367706, 13.72312255125382 51.10263289032783))"
113,881f1b0805fffff,"POLYGON ((13.8649714019049 51.10325056562198, 13.86276936001044 51.09892683823254, 13.86795230997901 51.09586356361075, 13.87533746304749 51.09712384059977, 13.87754032137068 51.10144753004859, 13.8723572102662 51.10451098047032, 13.8649714019049 51.10325056562198))"
114,881f1b0967fffff,"POLYGON ((13.77576866373671 51.06033816349291, 13.77357417663086 51.05601087973617, 13.77875628933617 51.0529497258385, 13.78613305340606 51.05421568037874, 13.78832835724326 51.05854292737657, 13.78314608034821 51.0616042566144, 13.77576866373671 51.06033816349291))"
115,881f1b46c3fffff,"POLYGON ((13.82239695656579 51.03277379155308, 13.82020009643332 51.02844541162493, 13.82537893480663 51.0253804874548, 13.83275479574355 51.02664376783541, 13.83495247128062 51.03097211063775, 13.82977347054533 51.03403721020661, 13.82239695656579 51.03277379155308))"
116,881f1b09b9fffff,"POLYGON ((13.91094486343647 51.04790470546098, 13.90874137758665 51.04357823546739, 13.91391899300963 51.04050974583352, 13.92130025355539 51.04176755046294, 13.92350455386049 51.0460939822964, 13.91832677923417 51.0491626476818, 13.91094486343647 51.04790470546098))"
117,881f1b54e7fffff,"POLYGON ((13.68784780480486 51.07286367605685, 13.68565904111182 51.06853613854847, 13.69084438443504 51.06547999962964, 13.69821865897112 51.06675122315761, 13.70040824096725 51.07107872479748, 13.69522273019282 51.07413503879928, 13.68784780480486 51.07286367605685))"
118,881f1b4457fffff,"POLYGON ((13.78052368107727 50.99001100864045, 13.77833107388065 50.98567963123702, 13.78350784268665 50.98261450229524, 13.79087738244449 50.98388057567626, 13.79307080465886 50.98821191662216, 13.78789387216642 50.99127722066586, 13.78052368107727 50.99001100864045))"
119,881f1b4601fffff,"POLYGON ((13.74048649031998 51.03056639044699, 13.73829539252693 51.02623694999794, 13.7434762183033 51.02317595595786, 13.75084830727519 51.02444422727702, 13.75304022161624 51.0287736314996, 13.74785923050613 51.03183480065081, 13.74048649031998 51.03056639044699))"
120,881f1b4619fffff,"POLYGON ((13.77217376856925 51.0399658264416, 13.76998017231171 51.0356372992809, 13.7751608658632 51.03257523889516, 13.78253531996589 51.03384153043761, 13.7847297325302 51.03817002098085, 13.77954887475394 51.04123225662042, 13.77217376856925 51.0399658264416))"
121,881f1b0931fffff,"POLYGON ((13.82600676744173 51.05314840263367, 13.82380901476417 51.04882126667506, 13.82898927061789 51.04575724815948, 13.83636744154358 51.04702019013882, 13.83856601004925 51.0513472888303, 13.83338559187028 51.05441148283086, 13.82600676744173 51.05314840263367))"
122,881f1b5415fffff,"POLYGON ((13.6567265448128 51.09119096779857, 13.65453937283797 51.08686416365905, 13.65972688973585 51.08381054158623, 13.66710174734951 51.08508354863275, 13.6692897385082 51.08941031714875, 13.66410205293783 51.09246411426317, 13.6567265448128 51.09119096779857))"
123,881f1b5409fffff,"POLYGON ((13.62859635782742 51.10212597959759, 13.62641080261514 51.09779950703081, 13.63159986366597 51.09474786083013, 13.63897464974708 51.09602251223453, 13.64116102480631 51.10034894942764, 13.63597179400585 51.10340077061151, 13.62859635782742 51.10212597959759))"
124,881f1b0929fffff,"POLYGON ((13.78832835724326 51.05854292737657, 13.78613305340606 51.05421568037874, 13.79131470263322 51.051153810252, 13.79869181949024 51.05241901176785, 13.80088793983331 51.05674622187964, 13.79570612688251 51.05980826738292, 13.78832835724326 51.05854292737657))"
125,881f1b19a3fffff,"POLYGON ((13.76202720747956 51.15272769917439, 13.75983076333515 51.1484057245321, 13.76502011793139 51.14535017404432, 13.77240608186897 51.14661642258768, 13.77460334511598 51.15093836015281, 13.769413825392 51.15399408627313, 13.76202720747956 51.15272769917439))"
126,881f1b468dfffff,"POLYGON ((13.81580724269255 51.01978781043046, 13.81361124898323 51.01545858924784, 13.81878929757833 51.01239329996802, 13.82616350249343 51.01365705656278, 13.82836031140043 51.01798624075608, 13.82318210026372 51.02105170536523, 13.81580724269255 51.01978781043046))"
127,881f1b5407fffff,"POLYGON ((13.63460276417306 51.0873687975729, 13.63241725355701 51.08304152018768, 13.63760505951516 51.07998878995136, 13.64497854561686 51.08126316217142, 13.64716487564592 51.08559040419272, 13.64197690022861 51.08864330937932, 13.63460276417306 51.0873687975729))"
128,881f1b5499fffff,"POLYGON ((13.75124720585525 51.09167352669817, 13.74905343783715 51.08734781614075, 13.75423852472696 51.08428954317855, 13.76161754493519 51.08555680542448, 13.76381213077721 51.0898824793307, 13.75862687865599 51.09294092766354, 13.75124720585525 51.09167352669817))"
129,881f1b5417fffff,"POLYGON ((13.6692897385082 51.08941031714875, 13.66710174734951 51.08508354863275, 13.6722888052362 51.08202920972146, 13.67966402255658 51.08330146426868, 13.68185283267571 51.08762819703379, 13.67666560658251 51.09068271102397, 13.6692897385082 51.08941031714875))"
130,881f1b465dfffff,"POLYGON ((13.74407125574849 51.05094131600292, 13.741879268535 51.04661311817919, 13.74706151395081 51.04355303100799, 13.75443591194871 51.04482096648452, 13.75662871613521 51.04914912794034, 13.75144630541958 51.0522093903089, 13.74407125574849 51.05094131600292))"
131,881f1b54a3fffff,"POLYGON ((13.71596259732086 51.06190726670405, 13.71377222096261 51.05757939876442, 13.71895601630355 51.0545212854164, 13.72633035444669 51.05579086488897, 13.72852154844338 51.06011869671033, 13.72333758672719 51.06317698519876, 13.71596259732086 51.06190726670405))"
132,881f1b5693fffff,"POLYGON ((13.74585922134956 51.13417063489157, 13.74366448880575 51.12984737746962, 13.74885288333551 51.12679163642304, 13.756236176108 51.1280589773115, 13.75843172755347 51.13238219792549, 13.75324316739388 51.13543811448041, 13.74585922134956 51.13417063489157))"
133,881f1b090bfffff,"POLYGON ((13.81705564454022 51.0753162073884, 13.81485781513929 51.07099027879003, 13.82003995456909 51.0679278823747, 13.82742008622398 51.0691912390436, 13.82961873210328 51.07351713036039, 13.82443642991856 51.07657970231119, 13.81705564454022 51.0753162073884))"
134,881f1b0835fffff,"POLYGON ((13.88349896713956 51.08667122554895, 13.88129616205926 51.08234673050652, 13.88647738701219 51.07928165828981, 13.89386157749778 51.08054090533553, 13.89606519834511 51.08486536232038, 13.89088381300939 51.0879306103384, 13.88349896713956 51.08667122554895))"
135,881f1b56abfffff,"POLYGON ((13.69199349883837 51.12096113575137, 13.68980293405915 51.1166364877736, 13.69499175195696 51.11358270702704, 13.70237130223415 51.11485339900611, 13.70456268638751 51.1191780108266, 13.69937370095828 51.12223196684671, 13.69199349883837 51.12096113575137))"
136,881f1b5483fffff,"POLYGON ((13.73210418993136 51.08048502130163, 13.72991210620923 51.07615843281291, 13.73509686166931 51.07310051043175, 13.74247386679624 51.07436900129689, 13.74466676835828 51.07869555339847, 13.73948184702227 51.08175365104345, 13.73210418993136 51.08048502130163))"
137,881f1b55dbfffff,"POLYGON ((13.67828512508299 51.06726416262224, 13.67609720298355 51.06293618709154, 13.68128237853447 51.05988022320209, 13.68865564402566 51.06115205983534, 13.69084438443504 51.06547999962964, 13.68565904111182 51.06853613854847, 13.67828512508299 51.06726416262224))"
138,881f1b0b4bfffff,"POLYGON ((13.77759497231876 51.14356015485533, 13.77539773391672 51.1392378142165, 13.78058599521237 51.13618100494052, 13.78797165949501 51.13744636067283, 13.79016971655606 51.14176866411254, 13.7849812907447 51.14482564904047, 13.77759497231876 51.14356015485533))"
139,881f1b463dfffff,"POLYGON ((13.74646534362432 51.01578457855318, 13.74427429421358 51.01145433413564, 13.74945386644904 51.0083922583601, 13.75682465321026 51.00966025194517, 13.75901651873635 51.01399046014564, 13.75383678145459 51.01705271099943, 13.74646534362432 51.01578457855318))"
140,881f1b0983fffff,"POLYGON ((13.90797013293646 51.05529872250571, 13.90576661999525 51.05097265499928, 13.91094486343647 51.04790470546098, 13.91832677923417 51.0491626476818, 13.9205311068473 51.05348867702327, 13.91535270406047 51.05655680233013, 13.90797013293646 51.05529872250571))"
141,881f1b4683fffff,"POLYGON ((13.84091326546402 51.01618320253186, 13.83871564158515 51.01185405545495, 13.84389276054084 51.00878733482803, 13.85126766505516 51.01004958589803, 13.85346610367982 51.01437869573157, 13.84828882311352 51.01744559175978, 13.84091326546402 51.01618320253186))"
142,881f1b4419fffff,"POLYGON ((13.79307080465886 50.98821191662216, 13.79087738244449 50.98388057567626, 13.79605368851149 50.98081473126684, 13.8034235800835 50.98208005268636, 13.80561781709077 50.98641135704752, 13.80044134780201 50.98947737659518, 13.79307080465886 50.98821191662216))"
143,881f1b5413fffff,"POLYGON ((13.67885443984394 51.09500904133188, 13.67666560658251 51.09068271102397, 13.68185283267571 51.08762819703379, 13.68922905998413 51.08889983824029, 13.6914187121993 51.09322613266512, 13.6862313182209 51.09628082178796, 13.67885443984394 51.09500904133188))"
144,881f1b4687fffff,"POLYGON ((13.83134108651317 51.01059105158424, 13.82914430328828 51.00626146534497, 13.83432126031068 51.00319492006678, 13.84169516256038 51.00445778570042, 13.84389276054084 51.00878733482803, 13.83871564158515 51.01185405545495, 13.83134108651317 51.01059105158424))"
145,881f1b5403fffff,"POLYGON ((13.6441632527964 51.09297014901502, 13.64197690022861 51.08864330937932, 13.64716487564592 51.08559040419272, 13.65453937283797 51.08686416365905, 13.6567265448128 51.09119096779857, 13.65153840025701 51.09424404798938, 13.6441632527964 51.09297014901502))"
146,881f1b463bfffff,"POLYGON ((13.76858101683266 51.01958761031372, 13.76638831076862 51.01525784042231, 13.77156758589648 51.01219487370667, 13.77893973141686 51.01346150173602, 13.78113325336339 51.01779123515126, 13.77595381397586 51.02085437703465, 13.76858101683266 51.01958761031372))"
147,881f1b5519fffff,"POLYGON ((13.59637934474528 51.06495289289327, 13.59419720029838 51.06062386645192, 13.5993843252168 51.05757183547682, 13.60675376539017 51.05884865623025, 13.60893672927234 51.06317764783688, 13.60374943361397 51.06622985354625, 13.59637934474528 51.06495289289327))"
148,881f1b465bfffff,"POLYGON ((13.76619776606338 51.0547441722491, 13.76400412049802 51.05041644954578, 13.76918606869134 51.04735547093517, 13.77656182703096 51.04862203976219, 13.77875628933617 51.0529497258385, 13.77357417663086 51.05601087973617, 13.76619776606338 51.0547441722491))"
149,881f1b0997fffff,"POLYGON ((13.93309195710561 51.05167716151966, 13.93088681504855 51.04735117046989, 13.93606412037132 51.04428178928877, 13.94344672623311 51.04553822333963, 13.94565268250585 51.04986417597096, 13.9404752187709 51.05293373299112, 13.93309195710561 51.05167716151966))"
150,881f1b09b1fffff,"POLYGON ((13.91391899300963 51.04050974583352, 13.9117155342971 51.03618287341024, 13.91689252182198 51.03311384375044, 13.92427312719015 51.03437151080068, 13.9264774001414 51.03869834506864, 13.92130025355539 51.04176755046294, 13.91391899300963 51.04050974583352))"
151,881f1b5439fffff,"POLYGON ((13.64716487564592 51.08559040419272, 13.64497854561686 51.08126316217142, 13.65016589352133 51.07820971508633, 13.65753974051666 51.07948333505622, 13.65972688973585 51.08381054158623, 13.65453937283797 51.08686416365905, 13.64716487564592 51.08559040419272))"
152,881f1b093bfffff,"POLYGON ((13.83558418621346 51.0587381791214, 13.83338559187028 51.05441148283086, 13.83856601004925 51.0513472888303, 13.84594518464271 51.05260961560383, 13.84814459480429 51.05693627449548, 13.84296401462327 51.0600006440338, 13.83558418621346 51.0587381791214))"
153,881f1b09edfffff,"POLYGON ((13.84814459480429 51.05693627449548, 13.84594518464271 51.05260961560383, 13.85112513691854 51.04954470553779, 13.85850466096097 51.05080627881105, 13.86070488671435 51.05513290017685, 13.85552477290284 51.05819798581654, 13.84814459480429 51.05693627449548))"
154,881f1b19b5fffff,"POLYGON ((13.77460334511598 51.15093836015281, 13.77240608186897 51.14661642258768, 13.77759497231876 51.14356015485533, 13.7849812907447 51.14482564904047, 13.78717937286825 51.14914754940142, 13.78199031775858 51.1522039928028, 13.77460334511598 51.15093836015281))"
155,881f1b5401fffff,"POLYGON ((13.63159986366597 51.09474786083013, 13.62941433072813 51.09042098582566, 13.63460276417306 51.0873687975729, 13.64197690022861 51.08864330937932, 13.6441632527964 51.09297014901502, 13.63897464974708 51.09602251223453, 13.63159986366597 51.09474786083013))"
156,881f1b54d9fffff,"POLYGON ((13.73269516286153 51.10822687860416, 13.7305021646728 51.1039019367706, 13.73568897022938 51.10084546339206, 13.74306894003009 51.10211375650098, 13.74526275670191 51.10643866180065, 13.74007578515884 51.10949531054669, 13.73269516286153 51.10822687860416))"
157,881f1b46adfffff,"POLYGON ((13.7996528015692 51.00120425905671, 13.7974585141708 50.99687375835431, 13.80263561002803 50.99380827915594, 13.81000715639557 50.99507312547386, 13.81220225879393 50.99940358945513, 13.80702499989373 51.00246924386088, 13.7996528015692 51.00120425905671))"
158,881f1b54e1fffff,"POLYGON ((13.68485062094053 51.08024640856686, 13.68266183401091 51.07591927340158, 13.68784780480486 51.07286367605685, 13.69522273019282 51.07413503879928, 13.69741233564236 51.07846213809124, 13.69222619725262 51.08151791053548, 13.68485062094053 51.08024640856686))"
159,881f1b5589fffff,"POLYGON ((13.64960819256168 51.05045931833703, 13.6474227942649 51.04613002990474, 13.65260746457434 51.04307459078142, 13.65997770198317 51.04434826524344, 13.66216391860935 51.04867751833581, 13.65697907956556 51.0517331323275, 13.64960819256168 51.05045931833703))"
160,881f1b56d3fffff,"POLYGON ((13.72729490596908 51.15071140258085, 13.72510094446153 51.14638891441582, 13.73029105948778 51.14333497406916, 13.737675302477 51.14460334640338, 13.73987008354646 51.14892579787747, 13.73467980213383 51.15197991372968, 13.72729490596908 51.15071140258085))"
161,881f1b0b0bfffff,"POLYGON ((13.79614859175131 51.12700806004935, 13.79395058495528 51.1226849506216, 13.79913712359222 51.1196263415252, 13.80652183285453 51.12089066622377, 13.8087206576485 51.12521373833546, 13.80353395525147 51.128272523086, 13.79614859175131 51.12700806004935))"
162,881f1b0981fffff,"POLYGON ((13.89540903657872 51.05710729799122, 13.89320633853719 51.05278119244666, 13.89838505030451 51.04971395880662, 13.90576661999525 51.05097265499928, 13.90797013293646 51.05529872250571, 13.90279126135681 51.05836613187886, 13.89540903657872 51.05710729799122))"
163,881f1b54a7fffff,"POLYGON ((13.70639823965556 51.05630906682619, 13.70420870470719 51.05198076066212, 13.70939233335147 51.04892282240107, 13.71676566370935 51.05019301523852, 13.71895601630355 51.0545212854164, 13.71377222096261 51.05757939876442, 13.70639823965556 51.05630906682619))"
164,881f1b0987fffff,"POLYGON ((13.89838505030451 51.04971395880662, 13.89618237913773 51.04538745077973, 13.90136046290909 51.04231967695753, 13.90874137758665 51.04357823546739, 13.91094486343647 51.04790470546098, 13.90576661999525 51.05097265499928, 13.89838505030451 51.04971395880662))"
165,881f1b54b3fffff,"POLYGON ((13.75064894879637 51.0639242276966, 13.74845609582861 51.05959687080338, 13.75363913402009 51.0565371495121, 13.76101519036987 51.05780460986821, 13.7632088605192 51.06213193025679, 13.758025657206 51.06519182681524, 13.75064894879637 51.0639242276966))"
166,881f1b55c1fffff,"POLYGON ((13.63405121621279 51.05962275250188, 13.63186661412625 51.05529383094731, 13.63705236899376 51.0522396500196, 13.64442289536049 51.05351421582064, 13.64660831621568 51.05784310215798, 13.64142239200375 51.06089745793294, 13.63405121621279 51.05962275250188))"
167,881f1b55d9fffff,"POLYGON ((13.66572576539906 51.06904685667576, 13.66353866183295 51.06471884553604, 13.66872429647202 51.06166359822932, 13.67609720298355 51.06293618709154, 13.67828512508299 51.06726416262224, 13.67309932220601 51.0703195849211, 13.66572576539906 51.06904685667576))"
168,881f1b0959fffff,"POLYGON ((13.82066603234748 51.09567848196468, 13.81846730951172 51.09135379853714, 13.82365086829994 51.08829230829879, 13.83103331271146 51.08955532588702, 13.83323285244996 51.09387997189135, 13.82804913094349 51.096941637752, 13.82066603234748 51.09567848196468))"
169,881f1b4681fffff,"POLYGON ((13.82836031140043 51.01798624075608, 13.82616350249343 51.01365705656278, 13.83134108651317 51.01059105158424, 13.83871564158515 51.01185405545495, 13.84091326546402 51.01618320253186, 13.83573551936818 51.01924938287576, 13.82836031140043 51.01798624075608))"
170,881f1b46e3fffff,"POLYGON ((13.8062373949396 51.01419408000584, 13.80404224190312 51.00986441992436, 13.80922012763429 51.00679930592118, 13.81659332933485 51.00806367674411, 13.81878929757833 51.01239329996802, 13.81361124898323 51.01545858924784, 13.8062373949396 51.01419408000584))"
171,881f1b56bbfffff,"POLYGON ((13.72670573513935 51.12298687609645, 13.72451268891867 51.11866273973806, 13.72970075122039 51.11560734954741, 13.73708202608707 51.11687592033542, 13.73927589122522 51.12120002015001, 13.73408766264814 51.12425558574182, 13.72670573513935 51.12298687609645))"
172,881f1b56b9fffff,"POLYGON ((13.71413547388456 51.12477226134006, 13.71194324680622 51.12044808856503, 13.71713177091767 51.11739341543547, 13.72451268891867 51.11866273973806, 13.72670573513935 51.12298687609645, 13.72151704428553 51.1260417245903, 13.71413547388456 51.12477226134006))"
173,881f1b0917fffff,"POLYGON ((13.84516345079283 51.06432690046237, 13.84296401462327 51.0600006440338, 13.84814459480429 51.05693627449548, 13.85552477290284 51.05819798581654, 13.85772502488089 51.06252420471444, 13.85254428302125 51.06558874984326, 13.84516345079283 51.06432690046237))"
174,881f1b19a9fffff,"POLYGON ((13.74645616287233 51.16189146637931, 13.74426051369337 51.15756985790682, 13.74945096116934 51.15451556649532, 13.75683722363344 51.15578270796469, 13.75903369235846 51.16010427948196, 13.75384307914245 51.16315874650649, 13.74645616287233 51.16189146637931))"
175,881f1b0941fffff,"POLYGON ((13.7889416534641 51.08629597439297, 13.78674543265033 51.08197037417048, 13.79192912939475 51.07890995149117, 13.79930921085374 51.08017495357574, 13.80150624881492 51.08450051676579, 13.79632238823884 51.08756111492507, 13.7889416534641 51.08629597439297))"
176,881f1b4647fffff,"POLYGON ((13.72494104387991 51.03974649245716, 13.72275073895444 51.03541741797487, 13.72793265280587 51.03235768103866, 13.7353050375943 51.03362684351521, 13.73749615950843 51.03795588189357, 13.73231407971408 51.04101579392064, 13.72494104387991 51.03974649245716))"
177,881f1b46a1fffff,"POLYGON ((13.81220225879393 50.99940358945513, 13.81000715639557 50.99507312547386, 13.81518378858432 50.99200693073533, 13.82255568581834 50.9932710247558, 13.82475160299133 50.99760145188883, 13.81957480822465 51.00066782187089, 13.81220225879393 50.99940358945513))"
178,881f1b46c9fffff,"POLYGON ((13.80685746732709 51.04196568598083, 13.80466139749834 51.03763767126813, 13.80984132773288 51.03457400356403, 13.81721749083626 51.03583817521461, 13.81941437651199 51.04016615292377, 13.81423428330651 51.04322999600718, 13.80685746732709 51.04196568598083))"
179,881f1b099bfffff,"POLYGON ((13.93970912229782 51.06465344756479, 13.93750311067967 51.06032830010884, 13.94268120273923 51.05725928306346, 13.95006546471624 51.0585152375869, 13.95227229075505 51.06284034648804, 13.94709404046601 51.06590953944184, 13.93970912229782 51.06465344756479))"
180,881f1b09e7fffff,"POLYGON ((13.86368414684433 51.04774065272992, 13.86148394736177 51.04341362895357, 13.86666280543692 51.04034746250048, 13.87404202399056 51.04160814425246, 13.87624303862142 51.04593513038082, 13.87106401961972 51.04900147242647, 13.86368414684433 51.04774065272992))"
181,881f1b0821fffff,"POLYGON ((13.85836614535364 51.09027853998281, 13.85616497248995 51.08595396920568, 13.86134713244702 51.08289032962929, 13.86873062665429 51.08415108512136, 13.87093261573998 51.08847561809456, 13.86575029446584 51.09153943340094, 13.85836614535364 51.09027853998281))"
182,881f1b56adfffff,"POLYGON ((13.66985563228213 51.11714590795778, 13.66766672987686 51.11282078536276, 13.67285583981373 51.10976789691927, 13.68023402054433 51.11103995590966, 13.68242374255461 51.11536504260688, 13.67723446429788 51.11841810623292, 13.66985563228213 51.11714590795778))"
183,881f1b0837fffff,"POLYGON ((13.89606519834511 51.08486536232038, 13.89386157749778 51.08054090533553, 13.89904233421406 51.07747511687468, 13.90642687176291 51.07873360958316, 13.90863130814944 51.08305802838366, 13.90345039151757 51.08612399268133, 13.89606519834511 51.08486536232038))"
184,881f1b5593fffff,"POLYGON ((13.69983049958372 51.04332330810617, 13.69764182930752 51.03899416179785, 13.70282466393999 51.03593585727219, 13.71019633579079 51.03720652405916, 13.7123858235035 51.0415356345181, 13.70720282199746 51.04459411406086, 13.69983049958372 51.04332330810617))"
185,881f1b4631fffff,"POLYGON ((13.75901651873635 51.01399046014564, 13.75682465321026 51.00966025194517, 13.76200376375684 51.00659746034434, 13.76937490447952 51.0078647018505, 13.77156758589648 51.01219487370667, 13.76638831076862 51.01525784042231, 13.75901651873635 51.01399046014564))"
186,881f1b0827fffff,"POLYGON ((13.86134713244702 51.08289032962929, 13.85914598584003 51.07856535615065, 13.86432751736583 51.07550117594182, 13.8717103567422 51.07676179351994, 13.87391231935419 51.08108672919953, 13.86873062665429 51.08415108512136, 13.86134713244702 51.08289032962929))"
187,881f1b545bfffff,"POLYGON ((13.65728742234779 51.11892530311131, 13.65509933977122 51.1146001447458, 13.66028890910824 51.11154797343342, 13.66766672987686 51.11282078536276, 13.66985563228213 51.11714590795778, 13.66466589415865 51.12019825441539, 13.65728742234779 51.11892530311131))"
188,881f1b54d3fffff,"POLYGON ((13.74825528323573 51.09905656628079, 13.74606149086737 51.09473125832378, 13.75124720585525 51.09167352669817, 13.75862687865599 51.09294092766354, 13.76082148906531 51.09726619896443, 13.75563560870187 51.10032410597744, 13.74825528323573 51.09905656628079))"
189,881f1b4691fffff,"POLYGON ((13.86304128972521 51.01996900233654, 13.86084201029622 51.01564033199122, 13.86601882484435 51.01257272032935, 13.87339507971275 51.01383360354447, 13.87559517365099 51.01816223638775, 13.87041819828088 51.02123002353921, 13.86304128972521 51.01996900233654))"
190,881f1b0b27fffff,"POLYGON ((13.77338758651057 51.09547436141383, 13.77119215828559 51.09114912689615, 13.77637694704919 51.08808996190518, 13.78375732854894 51.08935585599281, 13.78595357436402 51.09368105360019, 13.78076862115829 51.09674039405161, 13.77338758651057 51.09547436141383))"
191,881f1b5421fffff,"POLYGON ((13.61548734746074 51.0761629441305, 13.61330352025705 51.07183479182872, 13.61849098633549 51.06878241133103, 13.62586244978578 51.07005800831424, 13.62804709641397 51.07438612551667, 13.62285946023557 51.0774386808567, 13.61548734746074 51.0761629441305))"
192,881f1b19ebfffff,"POLYGON ((13.74046475102336 51.17664043094098, 13.73826905325931 51.1723196288771, 13.743460759546 51.16926642123599, 13.75084832969519 51.17053384003297, 13.75304484744072 51.17485460513143, 13.74785297512473 51.17790798841974, 13.74046475102336 51.17664043094098))"
193,881f1b46e7fffff,"POLYGON ((13.79666939154849 51.00859929662205, 13.79447507902408 51.00426919783601, 13.7996528015692 51.00120425905671, 13.80702499989373 51.00246924386088, 13.80922012763429 51.00679930592118, 13.80404224190312 51.00986441992436, 13.79666939154849 51.00859929662205))"
194,881f1b0b57fffff,"POLYGON ((13.80573280541861 51.13259519222696, 13.80353395525147 51.128272523086, 13.8087206576485 51.12521373833546, 13.81610637371836 51.12647744703976, 13.81830604187429 51.13080007873265, 13.81311917604092 51.13385903919066, 13.80573280541861 51.13259519222696))"
195,881f1b0953fffff,"POLYGON ((13.83621640571282 51.08649311915254, 13.83401689179707 51.08216807045653, 13.83919935641338 51.0791053229173, 13.84658149712274 51.08036744845413, 13.84878182749755 51.0846924596049, 13.84359920077328 51.08775538278542, 13.83621640571282 51.08649311915254))"
196,881f1b5435fffff,"POLYGON ((13.64060674985873 51.07260783809115, 13.63842128402847 51.06827975611554, 13.64360783537011 51.06522594211805, 13.6509800217794 51.06650003520016, 13.65316630658904 51.07082808182151, 13.64797958607833 51.07388207073644, 13.64060674985873 51.07260783809115))"
197,881f1b0985fffff,"POLYGON ((13.88582511566993 51.05152174235784, 13.88362325941373 51.04719519642444, 13.88880181104468 51.04412813846508, 13.89618237913773 51.04538745077973, 13.89838505030451 51.04971395880662, 13.89320633853719 51.05278119244666, 13.88582511566993 51.05152174235784))"
