p_lat,p_bike_racks,b_pedelec_battery,city,p_free_racks,trip,p_rack_locks,p_name,p_uid,b_boardcomputer,datetime,p_number,p_maintenance,b_active,b_bike_type,p_bike,p_lng,p_bike_types,p_spot,p_place_type,p_booked_bikes,p_terminal_type,p_free_special_racks,b_number,p_bikes,p_address,p_special_racks,b_lock_types,b_battery_pack,b_state,b_electric_lock
51.071925666476,0,,dresden,0,start,False,Bischofsplatz (S-Bahn),10299456,7551003586,2019-05-31 05:40:00,4469,False,True,0,False,13.746272921562,"{""undefined"": 1}",True,0,0,free,0,93304,1,,0,frame_lock,,ok,True
51.077551111111,0,,dresden,0,end,False,BIKE 93304,16520730,7551003586,2019-05-31 05:46:00,0,False,True,0,True,13.749772222222,"{""undefined"": 1}",False,12,0,,0,93304,1,Schanzenstraße 27,0,frame_lock,,ok,True
51.077693333333,0,,dresden,0,start,False,BIKE 93304,16520730,7551003586,2019-05-31 11:42:00,0,False,True,0,True,13.749706666667,"{""undefined"": 1}",False,12,0,,0,93304,1,Buchenstraße,0,frame_lock,,ok,True
51.077693333333,0,,dresden,0,end,False,BIKE 93304,16520730,7551003586,2019-05-31 11:49:00,0,False,True,0,True,13.749706666667,"{""undefined"": 1}",False,12,0,,0,93304,1,Buchenstraße,0,frame_lock,,ok,True
51.077524444444,0,,dresden,0,start,False,BIKE 93304,16520730,7551003586,2019-05-31 13:02:00,0,False,True,0,True,13.74953,"{""undefined"": 1}",False,12,0,,0,93304,1,Buchenstraße,0,frame_lock,,ok,True
51.025764444444,0,,dresden,0,end,False,BIKE 93304,16539769,7551003586,2019-05-31 13:28:00,0,False,True,0,True,13.759165555556,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.025617777778,0,,dresden,0,start,False,BIKE 93304,16539769,7551003586,2019-05-31 14:04:00,0,False,True,0,True,13.759368888889,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.025617777778,0,,dresden,0,end,False,BIKE 93304,16539769,7551003586,2019-05-31 14:06:00,0,False,True,0,True,13.759368888889,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.025617777778,0,,dresden,0,start,False,BIKE 93304,16539769,7551003586,2019-05-31 14:11:00,0,False,True,0,True,13.759368888889,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.025617777778,0,,dresden,0,end,False,BIKE 93304,16539769,7551003586,2019-05-31 14:14:00,0,False,True,0,True,13.759368888889,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.025617777778,0,,dresden,0,start,False,BIKE 93304,16539769,7551003586,2019-05-31 14:15:00,0,False,True,0,True,13.759368888889,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.025617777778,0,,dresden,0,end,False,BIKE 93304,16539769,7551003586,2019-05-31 14:17:00,0,False,True,0,True,13.759368888889,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.025617777778,0,,dresden,0,start,False,BIKE 93304,16539769,7551003586,2019-05-31 14:45:00,0,False,True,0,True,13.759368888889,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.030866666667,0,,dresden,0,end,False,BIKE 93304,16544275,7551003586,2019-05-31 14:51:00,0,False,True,0,True,13.760873333333,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.030897777778,0,,dresden,0,start,False,BIKE 93304,16544275,7551003586,2019-05-31 15:54:00,0,False,True,0,True,13.760882222222,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.068733333333,0,,dresden,0,end,False,BIKE 93304,16549146,7551003586,2019-05-31 16:16:00,0,False,True,0,True,13.754327777778,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.068613333333,0,,dresden,0,start,False,BIKE 93304,16549146,7551003586,2019-05-31 16:49:00,0,False,True,0,True,13.754651111111,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.06312,0,,dresden,0,end,False,BIKE 93304,16551205,7551003586,2019-05-31 16:54:00,0,False,True,0,True,13.752276666667,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.063275555556,0,,dresden,0,start,False,BIKE 93304,16551205,7551003586,2019-05-31 16:59:00,0,False,True,0,True,13.752274444444,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.064208888889,0,,dresden,0,end,False,BIKE 93304,16551829,7551003586,2019-05-31 17:05:00,0,False,True,0,True,13.745573333333,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.064208888889,0,,dresden,0,start,False,BIKE 93304,16551829,7551003586,2019-05-31 17:06:00,0,False,True,0,True,13.745573333333,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.065183772328,0,,dresden,0,end,False,Bf. Dresden-Neustadt,73,7551003586,2019-05-31 17:10:00,4332,False,True,0,False,13.741219639778,"{""undefined"": 1}",True,0,0,free,0,93304,1,,0,frame_lock,,ok,True
51.065183772328,0,,dresden,0,start,False,Bf. Dresden-Neustadt,73,7551003586,2019-05-31 17:19:00,4332,False,True,0,False,13.741219639778,"{""undefined"": 1}",True,0,0,free,0,93304,1,,0,frame_lock,,ok,True
51.047039830317,0,,dresden,0,end,False,Dresden Thalia (Dr.-Külz-Ring/Prager Str.),69118,7551003586,2019-05-31 17:46:00,4415,False,True,0,False,13.736633062363,"{""undefined"": 1}",True,0,0,,0,93304,1,,0,frame_lock,,ok,True
51.047039830317,0,,dresden,0,start,False,Dresden Thalia (Dr.-Külz-Ring/Prager Str.),69118,7551003586,2019-05-31 18:06:00,4415,False,True,0,False,13.736633062363,"{""undefined"": 1}",True,0,0,,0,93304,1,,0,frame_lock,,ok,True
51.050235555556,0,,dresden,0,end,False,BIKE 93304,16555524,7551003586,2019-05-31 18:15:00,0,False,True,0,True,13.748382222222,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.050271111111,0,,dresden,0,start,False,BIKE 93304,16555524,7551003586,2019-05-31 19:14:00,0,False,True,0,True,13.748244444444,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.043751111111,0,,dresden,0,end,False,BIKE 93304,16558648,7551003586,2019-05-31 19:21:00,0,False,True,0,True,13.738913333333,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
51.043751111111,0,,dresden,0,start,False,BIKE 93304,16558648,7551003586,2019-05-31 20:24:00,0,False,True,0,True,13.738913333333,"{""undefined"": 1}",False,12,0,,0,93304,1,,0,frame_lock,,ok,True
