trip,city,b_state,b_boardcomputer,b_battery_pack,p_bikes,p_address,b_lock_types,p_spot,p_name,p_lng,p_bike_racks,b_pedelec_battery,b_active,b_electric_lock,p_lat,datetime,p_terminal_type,p_special_racks,p_rack_locks,p_bike_types,p_bike,p_maintenance,b_bike_type,p_free_special_racks,b_number,p_free_racks,p_place_type,p_booked_bikes,p_uid,p_number
start,dresden,ok,7551012502,,1,,frame_lock,False,BIKE 93846,13.726701111111,0,,True,True,51.028342222222,2019-05-13 09:44:00,,0,False,"{""71"": 1}",True,False,71,0,93846,0,12,0,15678280,0
end,dresden,ok,7551012502,,1,,frame_lock,False,BIKE 93846,13.717301111111,0,,True,True,51.068675555556,2019-05-13 10:14:00,,0,False,"{""71"": 1}",True,False,71,0,93846,0,12,0,15684338,0
start,dresden,ok,7551012502,,1,,frame_lock,False,BIKE 93846,13.71726,0,,True,True,51.068626666667,2019-05-13 18:28:00,,0,False,"{""71"": 1}",True,False,71,0,93846,0,12,0,15684338,0
end,dresden,ok,7551012502,,1,,frame_lock,False,BIKE 93846,13.71726,0,,True,True,51.068626666667,2019-05-13 18:30:00,,0,False,"{""71"": 1}",True,False,71,0,93846,0,12,0,15684338,0
start,dresden,ok,7551012502,,1,,frame_lock,False,BIKE 93846,13.71726,0,,True,True,51.068626666667,2019-05-13 19:17:00,,0,False,"{""71"": 1}",True,False,71,0,93846,0,12,0,15684338,0
end,dresden,ok,7551012502,,1,,frame_lock,True,Prager Str. / Mc Donalds,13.735235631466,0,,True,True,51.04281219133,2019-05-13 19:44:00,,0,False,"{""71"": 1}",False,False,71,0,93846,0,0,0,19892,4418
start,dresden,ok,7551012502,,1,,frame_lock,True,Prager Str. / Mc Donalds,13.735235631466,0,,True,True,51.04281219133,2019-05-13 19:59:00,,0,False,"{""71"": 1}",False,False,71,0,93846,0,0,0,19892,4418
end,dresden,ok,7551012502,,4,,frame_lock,True,Manitiusstraße,13.71493,0,,True,True,51.05658,2019-05-13 20:10:00,free,0,False,"{""undefined"": 2, ""71"": 2}",False,False,71,0,93846,0,0,0,10299726,4496
start,dresden,ok,7551012502,,3,,frame_lock,True,Manitiusstraße,13.71493,0,,True,True,51.05658,2019-05-13 20:57:00,free,0,False,"{""undefined"": 2, ""71"": 1}",False,False,71,0,93846,0,0,0,10299726,4496
end,dresden,ok,7551012502,,3,,frame_lock,True,Manitiusstraße,13.71493,0,,True,True,51.05658,2019-05-13 20:59:00,free,0,False,"{""undefined"": 2, ""71"": 1}",False,False,71,0,93846,0,0,0,10299726,4496
start,dresden,ok,7551012502,,3,,frame_lock,True,Manitiusstraße,13.71493,0,,True,True,51.05658,2019-05-13 21:16:00,free,0,False,"{""undefined"": 2, ""71"": 1}",False,False,71,0,93846,0,0,0,10299726,4496
end,dresden,ok,7551012502,,1,,frame_lock,False,BIKE 93846,13.745984444444,0,,True,True,51.034035555556,2019-05-13 21:32:00,,0,False,"{""71"": 1}",True,False,71,0,93846,0,12,0,15712358,0
last,dresden,ok,7551012502,,1,,frame_lock,False,BIKE 93846,13.74636,0,,True,True,51.033942222222,2019-05-13 23:59:00,,0,False,"{""71"": 1}",True,False,71,0,93846,0,12,0,15712358,0
first,dresden,ok,7551007244,,1,,frame_lock,False,BIKE 93677,13.739977777778,0,,True,True,51.052448888889,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93677,0,12,0,15648669,0
start,dresden,ok,7551007244,,1,,frame_lock,False,BIKE 93677,13.73998,0,,True,True,51.052368888889,2019-05-13 11:38:00,,0,False,"{""15"": 1}",True,False,15,0,93677,0,12,0,15648669,0
end,dresden,ok,7551007244,,1,,frame_lock,False,BIKE 93677,13.738787777778,0,,True,True,51.051413333333,2019-05-13 17:20:00,,0,False,"{""15"": 1}",True,False,15,0,93677,0,12,0,15704346,0
start,dresden,ok,7551007244,,1,,frame_lock,False,BIKE 93677,13.738978888889,0,,True,True,51.051626666667,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93677,0,12,0,15704346,0
end,dresden,ok,7551007244,,1,,frame_lock,False,BIKE 93677,13.738978888889,0,,True,True,51.051626666667,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93677,0,12,0,15704346,0
start,dresden,ok,7551007244,,1,,frame_lock,False,BIKE 93677,13.740621111111,0,,True,True,51.051546666667,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93677,0,12,0,15709160,0
end,dresden,ok,7551007244,,1,,frame_lock,False,BIKE 93677,13.740621111111,0,,True,True,51.051546666667,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93677,0,12,0,15709160,0
last,dresden,ok,7551007244,,1,,frame_lock,False,BIKE 93677,13.739106666667,0,,True,True,51.051457777778,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93677,0,12,0,15712206,0
first,dresden,ok,7551003834,,2,,frame_lock,True,Cottaer Straße (Haltestelle),13.712477087975,0,,True,True,51.050166045123,2019-05-13 00:00:00,free,0,False,"{""undefined"": 1, ""71"": 1}",False,False,0,0,93393,0,0,0,10299537,4481
start,dresden,ok,7551003834,,2,,frame_lock,True,Cottaer Straße (Haltestelle),13.712477087975,0,,True,True,51.050166045123,2019-05-13 06:51:00,free,0,False,"{""undefined"": 1, ""71"": 1}",False,False,0,0,93393,0,0,0,10299537,4481
end,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.72217,0,,True,True,51.049186666667,2019-05-13 07:01:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15677174,0
start,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.722563333333,0,,True,True,51.049911111111,2019-05-13 09:44:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15677174,0
start,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.723383333333,0,,True,True,51.052995555556,2019-05-13 11:13:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15686446,0
end,dresden,ok,7551003834,,1,,frame_lock,True,Hochschulstr./Reichenbachstraße,13.73299062252,0,,True,True,51.033898652818,2019-05-13 11:26:00,free,0,False,"{""undefined"": 1}",False,False,0,0,93393,0,0,0,4813110,4466
start,dresden,ok,7551003834,,3,,frame_lock,True,Hochschulstr./Reichenbachstraße,13.73299062252,0,,True,True,51.033898652818,2019-05-13 11:49:00,free,0,False,"{""undefined"": 2, ""15"": 1}",False,False,0,0,93393,0,0,0,4813110,4466
end,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.731582222222,0,,True,True,51.032591111111,2019-05-13 11:52:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15687959,0
start,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.731582222222,0,,True,True,51.032591111111,2019-05-13 11:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15687959,0
end,dresden,ok,7551003834,,1,,frame_lock,True,August-Bebel-Str. / hinter dem Haus 83 rechts,13.75273168087,0,,True,True,51.03112895074,2019-05-13 12:06:00,traffic_sign,0,False,"{""undefined"": 1}",False,False,0,0,93393,0,0,0,4405638,4456
start,dresden,ok,7551003834,,1,,frame_lock,True,August-Bebel-Str. / hinter dem Haus 83 rechts,13.75273168087,0,,True,True,51.03112895074,2019-05-13 12:35:00,traffic_sign,0,False,"{""undefined"": 1}",False,False,0,0,93393,0,0,0,4405638,4456
end,dresden,ok,7551003834,,2,,frame_lock,True,Bf. Dresden-Neustadt,13.741219639778,0,,True,True,51.065183772328,2019-05-13 13:05:00,free,0,False,"{""undefined"": 1, ""71"": 1}",False,False,0,0,93393,0,0,0,73,4332
start,dresden,ok,7551003834,,2,,frame_lock,True,Bf. Dresden-Neustadt,13.741219639778,0,,True,True,51.065183772328,2019-05-13 13:39:00,free,0,False,"{""undefined"": 1, ""71"": 1}",False,False,0,0,93393,0,0,0,73,4332
end,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.760966666667,0,,True,True,51.062662222222,2019-05-13 13:45:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15692963,0
start,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.761264444444,0,,True,True,51.062622222222,2019-05-13 18:28:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15692963,0
end,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.761264444444,0,,True,True,51.062622222222,2019-05-13 18:30:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15692963,0
start,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.760235555556,0,,True,True,51.062831111111,2019-05-13 20:57:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15709921,0
end,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.760235555556,0,,True,True,51.062831111111,2019-05-13 20:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15709921,0
last,dresden,ok,7551003834,,1,,frame_lock,False,BIKE 93393,13.761236666667,0,,True,True,51.062688888889,2019-05-13 23:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93393,0,12,0,15712747,0
first,dresden,ok,7551006822,,5,,frame_lock,True,Haltepunkt Trachau,13.704553842545,0,,True,True,51.08875925821,2019-05-13 00:00:00,,0,False,"{""undefined"": 2, ""15"": 3}",False,False,15,0,93539,0,0,0,264560,4358
start,dresden,ok,7551006822,,4,,frame_lock,True,Haltepunkt Trachau,13.704553842545,0,,True,True,51.08875925821,2019-05-13 18:28:00,,0,False,"{""undefined"": 2, ""15"": 2}",False,False,15,0,93539,0,0,0,264560,4358
end,dresden,ok,7551006822,,4,,frame_lock,True,Haltepunkt Trachau,13.704553842545,0,,True,True,51.08875925821,2019-05-13 18:30:00,,0,False,"{""undefined"": 2, ""15"": 2}",False,False,15,0,93539,0,0,0,264560,4358
start,dresden,ok,7551006822,,4,,frame_lock,True,Haltepunkt Trachau,13.704553842545,0,,True,True,51.08875925821,2019-05-13 20:57:00,,0,False,"{""undefined"": 2, ""15"": 2}",False,False,15,0,93539,0,0,0,264560,4358
end,dresden,ok,7551006822,,4,,frame_lock,True,Haltepunkt Trachau,13.704553842545,0,,True,True,51.08875925821,2019-05-13 20:59:00,,0,False,"{""undefined"": 2, ""15"": 2}",False,False,15,0,93539,0,0,0,264560,4358
last,dresden,ok,7551006822,,4,,frame_lock,True,Haltepunkt Trachau,13.704553842545,0,,True,True,51.08875925821,2019-05-13 23:59:00,,0,False,"{""undefined"": 2, ""15"": 2}",False,False,15,0,93539,0,0,0,264560,4358
first,dresden,ok,7551012457,,1,,frame_lock,False,BIKE 93863,13.768874444444,0,,True,True,51.056973333333,2019-05-13 00:00:00,,0,False,"{""71"": 1}",True,False,71,0,93863,0,12,0,15664803,0
start,dresden,ok,7551012457,,1,,frame_lock,False,BIKE 93863,13.769407777778,0,,True,True,51.056675555556,2019-05-13 17:13:00,,0,False,"{""71"": 1}",True,False,71,0,93863,0,12,0,15694254,0
end,dresden,ok,7551012457,,1,,frame_lock,False,BIKE 93863,13.740573333333,0,,True,True,51.068768888889,2019-05-13 17:39:00,,0,False,"{""71"": 1}",True,False,71,0,93863,0,12,0,15705109,0
start,dresden,ok,7551012457,,1,,frame_lock,False,BIKE 93863,13.740344444444,0,,True,True,51.069124444444,2019-05-13 18:28:00,,0,False,"{""71"": 1}",True,False,71,0,93863,0,12,0,15705109,0
end,dresden,ok,7551012457,,1,,frame_lock,False,BIKE 93863,13.740344444444,0,,True,True,51.069124444444,2019-05-13 18:30:00,,0,False,"{""71"": 1}",True,False,71,0,93863,0,12,0,15705109,0
start,dresden,ok,7551012457,,1,,frame_lock,False,BIKE 93863,13.740435555556,0,,True,True,51.069177777778,2019-05-13 20:02:00,,0,False,"{""71"": 1}",True,False,71,0,93863,0,12,0,15705109,0
end,dresden,ok,7551012457,,1,,frame_lock,True,Bhf. Mitte - Weißeritzstraße,13.722803592682,0,,True,True,51.055706379924,2019-05-13 20:13:00,,0,False,"{""71"": 1}",False,False,71,0,93863,0,0,0,338637,4300
start,dresden,ok,7551012457,,1,,frame_lock,True,Bhf. Mitte - Weißeritzstraße,13.722803592682,0,,True,True,51.055706379924,2019-05-13 20:57:00,,0,False,"{""71"": 1}",False,False,71,0,93863,0,0,0,338637,4300
end,dresden,ok,7551012457,,1,,frame_lock,True,Bhf. Mitte - Weißeritzstraße,13.722803592682,0,,True,True,51.055706379924,2019-05-13 20:59:00,,0,False,"{""71"": 1}",False,False,71,0,93863,0,0,0,338637,4300
start,dresden,ok,7551012457,,3,,frame_lock,True,Bhf. Mitte - Weißeritzstraße,13.722803592682,0,,True,True,51.055706379924,2019-05-13 23:18:00,,0,False,"{""15"": 2, ""71"": 1}",False,False,71,0,93863,0,0,0,338637,4300
end,dresden,ok,7551012457,,2,,frame_lock,True,Bf. Dresden-Neustadt,13.741219639778,0,,True,True,51.065183772328,2019-05-13 23:28:00,free,0,False,"{""undefined"": 1, ""71"": 1}",False,False,71,0,93863,0,0,0,73,4332
last,dresden,ok,7551012457,,2,,frame_lock,True,Bf. Dresden-Neustadt,13.741219639778,0,,True,True,51.065183772328,2019-05-13 23:59:00,free,0,False,"{""undefined"": 1, ""71"": 1}",False,False,71,0,93863,0,0,0,73,4332
first,dresden,ok,7551002970,,1,Uferstraße 10,frame_lock,False,BIKE 93618,13.621946666667,0,,True,True,51.103635555556,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93618,0,12,0,15607777,0
last,dresden,ok,7551002970,,1,Uferstraße 10,frame_lock,False,BIKE 93618,13.621661111111,0,,True,True,51.103644444444,2019-05-13 07:32:00,,0,False,"{""15"": 1}",True,False,15,0,93618,0,12,0,15607777,0
first,dresden,ok,7551005447,,3,,frame_lock,True,August-Bebel-Str. / hinter dem Haus 83 rechts,13.75273168087,0,,True,True,51.03112895074,2019-05-13 00:00:00,traffic_sign,0,False,"{""15"": 2, ""71"": 1}",False,False,15,0,93423,0,0,0,4405638,4456
start,dresden,ok,7551005447,,3,,frame_lock,True,August-Bebel-Str. / hinter dem Haus 83 rechts,13.75273168087,0,,True,True,51.03112895074,2019-05-13 08:45:00,traffic_sign,0,False,"{""15"": 2, ""71"": 1}",False,False,15,0,93423,0,0,0,4405638,4456
end,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.750022222222,0,,True,True,51.033395555556,2019-05-13 08:48:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15681265,0
start,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.750163333333,0,,True,True,51.03336,2019-05-13 08:53:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15681265,0
end,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.753941111111,0,,True,True,51.029848888889,2019-05-13 08:57:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15681563,0
start,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.753977777778,0,,True,True,51.029835555556,2019-05-13 10:35:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15681563,0
end,dresden,ok,7551005447,,2,,frame_lock,True,HTW Dresden / Friedrich List Platz 1,13.734766244888,0,,True,True,51.037595829035,2019-05-13 10:46:00,,0,False,"{""15"": 2}",False,False,15,0,93423,0,0,0,5254203,4323
start,dresden,ok,7551005447,,2,,frame_lock,True,HTW Dresden / Friedrich List Platz 1,13.734766244888,0,,True,True,51.037595829035,2019-05-13 12:38:00,,0,False,"{""15"": 2}",False,False,15,0,93423,0,0,0,5254203,4323
end,dresden,ok,7551005447,,2,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 12:42:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,15,0,93423,0,0,0,4783708,4464
start,dresden,ok,7551005447,,2,,frame_lock,True,Reichenbachstr. / Fritz-Löffler-Str.,13.730555176735,0,,True,True,51.034414790936,2019-05-13 15:37:00,free,0,False,"{""15"": 2}",False,False,15,0,93423,0,0,0,4783708,4464
end,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.758438888889,0,,True,True,51.064906666667,2019-05-13 16:07:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15700587,0
start,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.758388888889,0,,True,True,51.064795555556,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15700587,0
end,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.758388888889,0,,True,True,51.064795555556,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15700587,0
start,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.758313333333,0,,True,True,51.064826666667,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15700587,0
end,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.758313333333,0,,True,True,51.064826666667,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15700587,0
last,dresden,ok,7551005447,,1,,frame_lock,False,BIKE 93423,13.757828888889,0,,True,True,51.065106666667,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93423,0,12,0,15700587,0
first,dresden,ok,7551006841,,1,,frame_lock,False,BIKE 93585,13.778116666667,0,,True,True,51.01128,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93585,0,12,0,15629338,0
start,dresden,ok,7551006841,,1,,frame_lock,False,BIKE 93585,13.778011111111,0,,True,True,51.011777777778,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93585,0,12,0,15629338,0
end,dresden,ok,7551006841,,1,,frame_lock,False,BIKE 93585,13.778011111111,0,,True,True,51.011777777778,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93585,0,12,0,15629338,0
start,dresden,ok,7551006841,,1,,frame_lock,False,BIKE 93585,13.778267777778,0,,True,True,51.011417777778,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93585,0,12,0,15629338,0
end,dresden,ok,7551006841,,1,,frame_lock,False,BIKE 93585,13.778267777778,0,,True,True,51.011417777778,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93585,0,12,0,15629338,0
last,dresden,ok,7551006841,,1,,frame_lock,False,BIKE 93585,13.778043333333,0,,True,True,51.011604444444,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93585,0,12,0,15714027,0
first,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.658016666667,0,,True,True,51.105906666667,2019-05-13 00:00:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15668238,0
start,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.658232222222,0,,True,True,51.105706666667,2019-05-13 14:57:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15668238,0
end,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.703231111111,0,,True,True,51.089853333333,2019-05-13 15:11:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15697439,0
start,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.702797777778,0,,True,True,51.090168888889,2019-05-13 18:28:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15697439,0
end,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.702797777778,0,,True,True,51.090168888889,2019-05-13 18:30:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15697439,0
start,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.702797777778,0,,True,True,51.090168888889,2019-05-13 18:33:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15697439,0
end,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.717032222222,0,,True,True,51.081111111111,2019-05-13 18:41:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15707650,0
start,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.716852222222,0,,True,True,51.080844444444,2019-05-13 20:57:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15707650,0
end,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.716852222222,0,,True,True,51.080844444444,2019-05-13 20:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15707650,0
last,dresden,ok,7551005321,,1,,frame_lock,False,BIKE 93488,13.71647,0,,True,True,51.081128888889,2019-05-13 23:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93488,0,12,0,15707650,0
first,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.698856666667,0,,True,True,51.048208888889,2019-05-13 00:00:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15659609,0
start,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.698822222222,0,,True,True,51.048471111111,2019-05-13 06:49:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15659609,0
end,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.692804444444,0,,True,True,51.041146666667,2019-05-13 07:01:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15677196,0
start,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.692952222222,0,,True,True,51.041057777778,2019-05-13 07:33:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15677196,0
end,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.703245555556,0,,True,True,51.043897777778,2019-05-13 07:42:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15678967,0
start,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.703018888889,0,,True,True,51.04376,2019-05-13 10:46:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15678967,0
end,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.690875555556,0,,True,True,51.048826666667,2019-05-13 10:54:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15685683,0
start,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.69093,0,,True,True,51.048742222222,2019-05-13 18:28:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15685683,0
end,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.69093,0,,True,True,51.048742222222,2019-05-13 18:30:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15685683,0
start,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.691345555556,0,,True,True,51.048626666667,2019-05-13 20:57:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15685683,0
end,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.691072222222,0,,True,True,51.048635555556,2019-05-13 20:59:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15685683,0
last,dresden,ok,7551021196,,1,,frame_lock,False,BIKE 93894,13.690821111111,0,,True,True,51.048804444444,2019-05-13 23:59:00,,0,False,"{""71"": 1}",True,False,71,0,93894,0,12,0,15685683,0
first,dresden,ok,7551006403,,1,,frame_lock,False,BIKE 93731,13.696763333333,0,,True,True,51.082764444444,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93731,0,12,0,15668945,0
start,dresden,ok,7551006403,,1,,frame_lock,False,BIKE 93731,13.696565555556,0,,True,True,51.082648888889,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93731,0,12,0,15696450,0
end,dresden,ok,7551006403,,1,,frame_lock,False,BIKE 93731,13.696565555556,0,,True,True,51.082648888889,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93731,0,12,0,15696450,0
start,dresden,ok,7551006403,,1,,frame_lock,False,BIKE 93731,13.696547777778,0,,True,True,51.082666666667,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93731,0,12,0,15711463,0
end,dresden,ok,7551006403,,1,,frame_lock,False,BIKE 93731,13.696547777778,0,,True,True,51.082666666667,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93731,0,12,0,15711463,0
last,dresden,ok,7551006403,,1,,frame_lock,False,BIKE 93731,13.695438888889,0,,True,True,51.08264,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93731,0,12,0,15713776,0
first,dresden,ok,7551003821,,1,,frame_lock,False,BIKE 93358,13.77181,0,,True,True,51.060124444444,2019-05-13 00:00:00,,0,False,"{""undefined"": 1}",True,False,0,0,93358,0,12,0,15662757,0
start,dresden,ok,7551003821,,1,,frame_lock,False,BIKE 93358,13.771606666667,0,,True,True,51.059986666667,2019-05-13 18:28:00,,0,False,"{""undefined"": 1}",True,False,0,0,93358,0,12,0,15692454,0
end,dresden,ok,7551003821,,1,,frame_lock,False,BIKE 93358,13.771606666667,0,,True,True,51.059986666667,2019-05-13 18:30:00,,0,False,"{""undefined"": 1}",True,False,0,0,93358,0,12,0,15692454,0
start,dresden,ok,7551003821,,1,,frame_lock,False,BIKE 93358,13.771708888889,0,,True,True,51.059764444444,2019-05-13 20:57:00,,0,False,"{""undefined"": 1}",True,False,0,0,93358,0,12,0,15692454,0
end,dresden,ok,7551003821,,1,,frame_lock,False,BIKE 93358,13.771708888889,0,,True,True,51.059764444444,2019-05-13 20:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93358,0,12,0,15692454,0
last,dresden,ok,7551003821,,1,,frame_lock,False,BIKE 93358,13.772133333333,0,,True,True,51.05988,2019-05-13 23:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93358,0,12,0,15692454,0
first,dresden,ok,7551006390,,1,,frame_lock,False,BIKE 93755,13.774424444444,0,,True,True,51.058004444444,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93755,0,12,0,15667867,0
start,dresden,ok,7551006390,,1,,frame_lock,False,BIKE 93755,13.774605555556,0,,True,True,51.058048888889,2019-05-13 07:49:00,,0,False,"{""15"": 1}",True,False,15,0,93755,0,12,0,15667867,0
end,dresden,ok,7551006390,,3,,frame_lock,True,Tolkewitzer Str. / Frida-Markt,13.81270051,0,,True,True,51.04599434,2019-05-13 08:03:00,,0,False,"{""undefined"": 2, ""15"": 1}",False,False,15,0,93755,0,0,0,263935,4334
start,dresden,ok,7551006390,,3,,frame_lock,True,Tolkewitzer Str. / Frida-Markt,13.81270051,0,,True,True,51.04599434,2019-05-13 12:02:00,,0,False,"{""undefined"": 2, ""15"": 1}",False,False,15,0,93755,0,0,0,263935,4334
end,dresden,ok,7551006390,,1,,frame_lock,False,BIKE 93755,13.771903333333,0,,True,True,51.057968888889,2019-05-13 12:45:00,,0,False,"{""15"": 1}",True,False,15,0,93755,0,12,0,15690167,0
start,dresden,ok,7551006390,,1,,frame_lock,False,BIKE 93755,13.771881111111,0,,True,True,51.057795555556,2019-05-13 13:29:00,,0,False,"{""15"": 1}",True,False,15,0,93755,0,12,0,15690167,0
end,dresden,ok,7551006390,,1,,frame_lock,False,BIKE 93755,13.78894,0,,True,True,51.051031111111,2019-05-13 13:46:00,,0,False,"{""15"": 1}",True,False,15,0,93755,0,12,0,15692975,0
start,dresden,ok,7551006390,,1,,frame_lock,False,BIKE 93755,13.788942222222,0,,True,True,51.051293333333,2019-05-13 15:53:00,,0,False,"{""15"": 1}",True,False,15,0,93755,0,12,0,15692975,0
